name,glycemic_index,carbohydrates,fiber,protein,fat,processing_level,serving_size_grams
kale chips fried,56,50.6,7.0,8.9,32.2,ultra_processed,28
peach pie,66,50.1,2.8,5.8,18.2,processed,124
bean dip,40,10.0,2.6,3.3,14.0,processed,31
black coffee hot,8,11.6,0.0,3.0,2.3,minimally_processed,234
golden delicious apple frozen,39,12.9,3.3,0.3,0.3,whole,186
turnip root vegetable pureed,46,10.7,2.6,1.3,0.1,whole,115
veggie burrito whole wheat tortilla,52,51.6,11.0,33.9,27.1,processed,270
spaghetti pasta al dente,42,24.7,2.6,4.8,1.0,processed,131
pecan nut unsalted,23,18.1,8.0,21.1,55.2,minimally_processed,26
low calorie sports drink,58,10.4,0.0,0.2,0.0,processed,242
carrot root vegetable,46,11.6,2.2,1.2,0.3,whole,138
cranberry berry dried,45,12.3,4.3,1.2,0.4,whole,150
honeycrisp apple canned,37,12.4,3.2,0.3,0.2,whole,190
pot barley boiled,35,72.0,17.6,12.4,2.4,minimally_processed,150
ribeye beef pan-seared,0,0.0,0.0,23.3,6.5,minimally_processed,97
iceberg leafy green sauteed,17,4.6,2.0,2.9,0.3,whole,27
latte coffee with cream,24,5.9,0.0,0.7,2.6,minimally_processed,216
danish pastry,61,51.4,1.1,5.5,20.5,processed,71
salmon fish braised,0,0.0,0.0,22.4,1.7,minimally_processed,109
paneer curry green,41,19.9,5.8,12.9,18.6,processed,267
bell green pepper roasted,14,5.5,2.4,1.4,0.2,whole,140
mint ice cream,64,22.2,0.9,4.0,13.1,processed,70
jasmine rice pilaf,55,21.9,1.9,2.9,0.6,processed,154
drumstick chicken pan-seared,0,0.0,0.0,23.3,2.5,minimally_processed,99
green tea smoothie,34,19.8,2.2,3.7,4.1,processed,261
fava bean canned,34,20.7,6.8,9.4,0.6,minimally_processed,165
thigh chicken roasted,0,0.0,0.0,25.3,5.0,minimally_processed,96
grilled cheese sandwich wrap,53,44.3,2.9,21.0,27.6,processed,149
sweet potato steamed,74,21.0,2.7,1.9,4.5,whole,146
deli turkey roasted,0,0.3,0.0,25.7,6.6,minimally_processed,91
cold brew coffee with milk,8,1.1,0.0,1.6,2.9,minimally_processed,263
shrimp seafood braised,0,0.0,0.0,17.2,1.2,minimally_processed,103
italian sausage roasted,5,3.9,0.0,20.8,18.4,processed,88
wing chicken braised,0,0.0,0.0,25.7,6.8,minimally_processed,96
breast turkey baked,0,0.3,0.0,26.8,8.0,minimally_processed,99
carnitas taco hard shell,45,27.1,4.9,17.1,12.1,processed,109
trout fish grilled,0,0.0,0.0,29.0,4.2,minimally_processed,98
turnip root vegetable sauteed,50,9.6,3.3,1.4,0.2,whole,123
shoulder pork pan-seared,0,0.9,0.0,26.3,13.9,processed,107
pumpkin squash steamed,50,3.8,2.9,1.9,0.3,whole,119
blueberry berry frozen,45,13.9,2.7,0.9,0.6,whole,144
bell yellow pepper sauteed,14,6.7,2.4,1.0,0.3,whole,143
purple potato roasted,50,17.5,2.8,1.9,11.5,processed,147
lemon juice fresh,40,10.6,0.1,1.5,0.0,processed,224
breakfast burrito flour tortilla,64,45.5,6.2,30.5,18.6,processed,233
enoki mushroom grilled,10,2.4,1.0,2.5,0.3,whole,71
romaine leafy green roasted,18,3.0,1.9,1.9,0.5,whole,27
black coffee with cream,17,5.5,0.0,0.7,2.1,minimally_processed,249
pork sausage poached,10,3.5,0.0,19.9,18.5,processed,81
salmon fish pan-seared,0,0.0,0.0,24.9,10.3,minimally_processed,99
ginger tea unsweetened,24,6.1,0.0,0.5,0.0,minimally_processed,260
pine nut roasted,17,29.1,10.0,23.5,54.1,minimally_processed,26
cannellini bean cooked,25,22.7,9.9,9.4,1.2,minimally_processed,164
ground lean beef smoked,0,0.0,0.0,26.0,14.5,minimally_processed,107
kielbasa sausage braised,15,4.3,0.0,16.4,24.8,processed,91
kabocha squash roasted,62,3.6,2.2,1.3,0.2,whole,119
chicken sandwich on white,45,53.4,3.2,15.9,30.0,processed,147
garbanzo bean canned,35,20.8,7.8,8.4,1.3,minimally_processed,179
shoulder pork baked,0,0.2,0.0,23.1,29.7,processed,93
lo mein noodle dish stir fried,62,54.1,4.0,16.4,18.1,processed,349
breast chicken stewed,0,0.0,0.0,24.5,12.4,minimally_processed,107
tenderloin beef baked,0,0.0,0.0,26.3,10.1,minimally_processed,96
lobster seafood braised,0,2.0,0.0,22.2,0.6,minimally_processed,108
green apple,39,14.9,3.1,0.3,0.3,whole,182
ciabatta bread toasted,79,40.8,3.5,8.3,2.7,processed,26
apple cider vinegar,7,0.3,0.0,0.0,0.0,processed,16
oysters seafood stewed,0,0.7,0.0,15.2,1.2,minimally_processed,100
key lime pie,61,48.1,2.8,5.1,16.5,processed,112
brussels sprouts cruciferous,13,5.0,2.3,3.4,0.2,whole,85
scallion onion,19,8.4,1.5,1.4,0.1,whole,161
pumpkin pie,57,52.5,1.4,4.4,19.6,processed,118
brown rice rice cake,67,87.7,1.4,6.4,1.2,processed,9
lobster seafood roasted,0,1.4,0.0,16.0,0.4,minimally_processed,97
arborio rice steamed,100,22.6,0.4,3.3,0.5,processed,160
wing chicken stewed,0,0.0,0.0,21.4,4.8,minimally_processed,100
egg fried rice brown rice,57,43.3,2.9,12.1,8.9,processed,261
tomato soup homemade,33,11.4,1.8,4.6,4.0,processed,265
rice milk,36,1.3,0.6,1.1,0.1,minimally_processed,232
turkey sandwich on white,51,42.7,2.9,15.1,21.8,processed,163
steak beef roasted,0,0.0,0.0,25.5,16.5,minimally_processed,101
tilapia fish baked,0,0.0,0.0,20.1,4.9,minimally_processed,109
sausage pork stewed,0,0.0,0.0,25.1,30.1,processed,97
traditional trail mix,36,50.1,8.6,16.9,29.7,processed,43
shallot onion pickled,19,8.4,2.2,1.2,0.1,whole,153
passion fruit tropical fruit frozen,56,15.5,2.1,0.8,0.5,whole,141
sirloin beef roasted,0,0.0,0.0,20.1,12.3,minimally_processed,95
russet potato fried,52,16.3,2.1,2.2,10.2,whole,140
air-popped popcorn,66,57.2,13.2,9.3,12.2,processed,27
gala apple stewed,36,14.2,3.3,0.4,0.1,whole,187
roasted red pepper hummus,7,14.2,5.8,6.5,11.7,processed,58
veggie taco hard shell,52,34.0,5.3,14.6,24.9,processed,102
root beer soda,57,23.0,0.0,0.0,0.0,ultra_processed,326
rotisserie chicken roasted,0,0.0,0.0,28.3,12.0,minimally_processed,105
red rice boiled,77,24.5,0.6,3.2,1.0,processed,165
herbal tea hot,2,6.0,0.0,0.4,0.0,minimally_processed,224
hard pretzel,84,73.9,3.9,9.5,12.9,processed,30
decaf coffee with cream,5,0.4,0.0,3.8,0.1,minimally_processed,220
oolong tea iced,3,6.8,0.0,0.4,0.0,minimally_processed,262
chicken dumpling steamed,50,34.4,2.8,13.9,9.0,processed,100
russet potato roasted,89,17.9,2.7,2.8,6.3,processed,154
chop pork roasted,0,1.2,0.0,20.6,21.1,minimally_processed,97
latte coffee hot,30,7.9,0.0,0.8,3.0,minimally_processed,217
swiss cheese,0,3.1,0.0,11.1,25.3,processed,30
almond nut unsalted,1,19.1,11.1,15.1,64.5,minimally_processed,28
quinoa salad with dressing,28,16.2,5.9,6.5,15.7,processed,162
chai tea hot,21,3.2,0.0,0.2,0.0,minimally_processed,238
mcintosh apple pureed,33,15.7,3.0,0.3,0.1,whole,193
spaghetti pasta overcooked,45,28.1,2.0,4.0,1.5,processed,130
black lentil refried,35,21.0,7.7,8.3,0.4,minimally_processed,196
andouille sausage poached,7,0.5,0.0,21.2,25.6,processed,84
ground chicken stewed,0,0.0,0.0,26.8,11.4,minimally_processed,91
andouille sausage braised,6,3.0,0.0,21.5,19.8,processed,89
steak beef poached,0,0.0,0.0,20.3,17.8,minimally_processed,107
mustard greens leafy green grilled,19,3.0,1.8,3.3,0.6,whole,28
halibut fish smoked,0,0.0,0.0,19.1,15.0,minimally_processed,97
tuna fish braised,0,0.0,0.0,22.1,5.9,minimally_processed,103
pad thai noodle dish stir fried,52,46.6,2.8,11.7,13.8,processed,359
ground turkey baked,0,0.5,0.0,29.8,1.9,minimally_processed,93
fuji apple dried,33,14.4,3.2,0.3,0.2,whole,182
red delicious apple,38,15.4,2.9,0.2,0.2,whole,184
dark 85% chocolate,20,44.0,11.4,6.5,33.1,processed,26
cabbage cruciferous pureed,15,4.9,2.9,2.5,0.4,whole,84
plum stone fruit dried,42,10.6,2.4,1.0,0.3,whole,145
leek onion pureed,12,9.9,2.3,1.0,0.1,whole,147
sourdough bread stale,64,42.3,2.9,13.3,4.4,processed,27
basmati rice cooked,88,27.3,1.0,2.7,0.3,processed,165
strawberry berry frozen,25,9.6,6.5,1.3,0.3,whole,138
caramel rice cake,63,85.2,0.7,8.0,2.2,processed,9
parsnip root vegetable,35,10.4,2.0,0.9,0.2,whole,123
pepperoni pizza thin crust,52,37.5,2.9,14.8,11.7,processed,97
turkey bacon baked,0,0.5,0.0,34.4,48.9,processed,15
pasta salad no dressing,25,10.0,3.4,5.3,13.4,processed,157
rolled oats porridge,60,60.2,10.1,16.4,6.2,minimally_processed,88
banana pancake with syrup,70,57.5,1.7,8.7,7.7,processed,72
mcintosh apple stewed,30,12.4,3.2,0.4,0.2,whole,191
yellow banana frozen,45,23.7,3.2,1.1,0.2,whole,123
scallops seafood braised,0,0.1,0.0,22.9,0.6,minimally_processed,109
pumpkin squash boiled,26,10.8,1.6,1.4,0.2,whole,130
sardines fish pan-seared,0,0.0,0.0,18.5,7.1,minimally_processed,96
serrano pepper roasted,10,5.1,2.5,1.0,0.3,whole,140
cornflakes cereal dry,68,81.0,9.5,9.5,2.9,processed,26
coconut oil,0,0.0,0.0,0.0,100.0,minimally_processed,13
bratwurst sausage grilled,8,1.6,0.0,19.7,26.9,processed,77
shrimp dumpling steamed,58,34.1,2.7,9.5,15.3,processed,90
concord grape,50,18.5,1.2,0.8,0.2,whole,89
leek onion sauteed,20,8.1,1.9,1.5,0.1,whole,155
strudel pastry,64,51.0,1.6,6.2,26.4,processed,59
pork sausage braised,6,1.1,0.0,19.0,28.4,processed,85
granny smith apple pureed,35,13.2,2.5,0.3,0.3,whole,168
wild rice steamed,86,20.4,0.7,2.6,0.3,processed,167
poblano pepper steamed,10,6.4,2.1,1.3,0.3,whole,144
sweet onion roasted,12,8.1,1.8,1.2,0.1,whole,154
tortilla chips fried,66,55.6,6.0,5.0,28.9,ultra_processed,30
red delicious apple pureed,32,15.5,2.2,0.4,0.3,whole,169
tricolor quinoa cooked,55,21.0,2.8,4.5,2.0,minimally_processed,178
mustard greens leafy green,17,2.4,2.8,2.1,0.2,whole,27
mandarin orange,49,11.5,2.2,1.0,0.1,whole,133
shiitake mushroom pickled,14,3.6,1.3,2.8,0.3,whole,65
white onion grilled,20,9.6,1.8,1.2,0.1,whole,155
multigrain bread toasted,76,45.5,2.9,11.6,3.4,processed,25
brie cheese,0,1.3,0.0,30.8,27.2,processed,29
chicken fried rice brown rice,66,36.5,2.9,17.8,5.1,processed,227
carrot cake,60,55.0,0.6,6.3,19.9,processed,73
pink lady apple canned,35,15.8,2.0,0.4,0.2,whole,195
black tea iced,21,6.2,0.0,0.4,0.0,minimally_processed,225
rye bread toasted,57,48.9,6.8,12.3,4.9,processed,28
red grape,65,16.6,1.1,0.6,0.1,whole,91
gala apple canned,38,12.1,3.2,0.4,0.2,whole,164
sirloin beef braised,0,0.0,0.0,20.2,8.4,minimally_processed,103
beef burrito flour tortilla,59,56.5,5.3,18.2,19.6,processed,235
sunflower seed salted,18,10.3,16.1,23.1,30.4,minimally_processed,27
bran muffin,69,57.4,4.8,8.1,24.7,processed,52
cherry stone fruit dried,32,11.0,1.5,1.0,0.4,whole,144
coleslaw salad with dressing,46,16.4,2.2,11.2,23.0,processed,150
pink lady apple stewed,36,13.3,2.8,0.3,0.3,whole,177
jasmine tea iced,0,7.6,0.0,0.1,0.0,minimally_processed,250
gooseberry berry,45,14.0,2.0,1.5,0.4,whole,136
sweet potato chips baked,60,51.1,7.1,9.7,38.6,ultra_processed,30
swiss chard leafy green pureed,12,4.7,1.8,3.1,0.5,whole,31
arugula leafy green sauteed,10,3.7,2.9,2.9,0.4,whole,29
mango juice fresh,66,11.4,0.3,0.9,0.1,processed,246
green apple baked,38,12.5,2.6,0.5,0.2,whole,185
americano coffee with cream,28,8.9,0.0,2.9,2.9,minimally_processed,238
iceberg leafy green grilled,14,4.2,1.5,2.0,0.3,whole,32
deli turkey pan-seared,0,0.1,0.0,27.4,5.3,minimally_processed,100
vegetable fried rice white rice,58,35.3,1.2,16.6,7.7,processed,234
brussels sprouts cruciferous steamed,16,5.8,2.4,3.2,0.3,whole,89
on cob corn,50,20.0,3.0,3.1,1.0,processed,132
arugula leafy green pickled,20,3.1,1.5,3.3,0.5,whole,29
fig jam,70,71.1,0.7,0.3,0.0,processed,21
brown rice cooked,100,20.9,0.7,2.8,0.6,processed,151
radish root vegetable grilled,32,11.7,2.3,1.2,0.2,whole,130
whole chicken poached,0,0.0,0.0,23.4,3.5,minimally_processed,92
meat lovers pizza thin crust,54,32.6,3.6,13.7,16.2,processed,110
tuna fish pan-seared,0,0.0,0.0,21.6,7.4,minimally_processed,99
bok choy cruciferous steamed,12,6.0,3.3,3.0,0.3,whole,86
poppy seed unsalted,11,16.0,11.5,24.6,35.1,minimally_processed,26
macadamia nut,17,25.8,3.5,16.5,68.7,minimally_processed,27
beet root vegetable roasted,43,8.0,3.2,1.0,0.1,whole,122
shrimp seafood roasted,0,2.5,0.0,17.6,1.5,minimally_processed,105
crab seafood stewed,0,2.1,0.0,23.0,1.1,minimally_processed,92
orange soda,74,16.3,0.0,0.0,0.0,ultra_processed,337
spicy trail mix,32,49.8,7.7,12.6,37.8,processed,40
minestrone soup canned,48,14.7,4.6,10.0,2.0,processed,236
bell yellow pepper,17,4.1,1.8,1.0,0.4,whole,146
soy sauce,47,6.6,1.6,2.7,18.7,processed,27
chop pork braised,0,1.2,0.0,20.4,14.2,processed,100
tuna sandwich wrap,70,47.1,3.9,32.9,16.2,processed,140
soft tofu baked,4,2.3,0.7,9.6,4.3,processed,101
focaccia bread stale,54,50.9,3.6,12.4,2.5,processed,25
frozen corn grilled,57,19.2,2.7,3.2,1.2,processed,143
pink lady apple juiced,32,13.9,3.2,0.2,0.3,whole,165
watercress leafy green pureed,20,4.7,1.6,2.2,0.5,whole,29
wild rice tempeh,6,7.9,0.0,19.2,11.1,processed,102
baked tofu fried,14,2.3,0.5,11.9,5.5,processed,104
tangerine orange juiced,46,11.2,2.5,1.0,0.1,whole,135
radish root vegetable sauteed,50,10.0,2.2,1.0,0.1,whole,133
orange juice from concentrate,66,11.2,0.4,1.8,0.0,processed,233
red onion,14,7.6,1.9,1.3,0.1,whole,171
button mushroom,11,2.1,1.9,2.4,0.5,whole,69
apricot stone fruit,39,9.0,2.0,1.0,0.4,whole,141
pita chips plain,63,46.9,7.0,6.3,30.6,ultra_processed,29
heirloom tomato,17,3.2,1.7,1.1,0.2,processed,181
beet root vegetable sauteed,38,11.2,2.6,0.8,0.1,whole,125
pineapple juice fresh,61,11.0,0.1,1.5,0.1,processed,232
flax tempeh,16,8.5,0.0,21.0,10.5,processed,105
broccoli cruciferous roasted,10,4.7,2.7,2.2,0.4,whole,86
beet juice canned,45,12.2,0.2,0.9,0.2,processed,248
fruit cocktail canned fruit in juice,56,23.5,1.3,0.7,0.0,processed,109
lima bean cooked,40,21.7,8.4,7.6,0.9,minimally_processed,170
pumpkin seed unsalted,15,6.2,20.4,19.7,38.2,minimally_processed,26
quinoa rice cake,81,89.1,1.2,7.1,1.6,processed,9
spinach leafy green boiled,13,2.4,2.8,2.7,0.3,whole,32
jalapeno pepper roasted,10,4.9,2.0,1.4,0.3,whole,152
golden delicious apple canned,33,14.5,3.2,0.2,0.2,whole,168
elderberry berry,51,9.5,4.4,0.7,0.2,whole,133
cauliflower cruciferous boiled,20,6.9,3.1,3.3,0.3,whole,96
lime juice from concentrate,53,11.9,0.2,0.5,0.0,processed,223
salmon sushi roll with brown rice,60,30.5,2.5,14.3,7.4,processed,90
vegetable curry red,51,22.3,5.4,18.7,9.0,processed,249
cabbage cruciferous roasted,15,6.1,2.6,3.0,0.4,whole,83
granny smith apple stewed,40,12.3,2.4,0.4,0.1,whole,182
granny smith apple frozen,36,14.6,2.4,0.3,0.1,whole,195
rotisserie chicken smoked,0,0.0,0.0,27.3,13.4,minimally_processed,105
bok choy cruciferous grilled,14,6.6,2.8,2.6,0.4,whole,99
veggie sushi roll with brown rice,62,33.6,3.0,8.2,11.7,processed,108
spaghetti squash,59,6.2,2.2,1.7,0.2,whole,117
sunflower seed,5,20.9,23.0,23.7,42.0,minimally_processed,30
lemon juice canned,70,10.6,0.4,1.0,0.2,processed,234
serrano pepper pureed,13,4.4,1.6,1.1,0.4,whole,153
cuban sandwich wrap,48,37.4,4.7,22.4,12.3,processed,148
veggie sandwich on white,56,36.5,2.6,15.3,29.4,processed,161
pecan nut,16,10.6,3.6,21.8,47.4,minimally_processed,26
zucchini squash steamed,56,8.2,2.6,1.8,0.1,whole,124
ham sandwich on wheat,61,35.5,2.4,22.6,17.4,processed,158
yellow lentil cooked,25,18.8,9.0,9.8,0.4,minimally_processed,192
sweet onion pickled,17,9.6,2.3,1.2,0.1,whole,151
beef stir fry with noodles,61,38.5,3.7,17.5,11.1,processed,336
penne pasta overcooked,48,20.0,1.7,4.5,1.6,processed,141
boysenberry berry dried,50,9.5,2.0,1.0,0.3,whole,139
breast turkey pan-seared,0,0.2,0.0,29.8,7.5,minimally_processed,94
bok choy cruciferous pureed,20,5.7,3.0,2.4,0.2,whole,91
mixed fruit fruit cup in syrup,62,16.8,1.1,0.6,0.0,processed,113
sprouted bread stale,61,43.4,2.8,14.7,4.7,processed,28
loin pork braised,0,1.1,0.0,24.9,24.2,processed,94
red rice pilaf,100,29.4,2.4,2.6,0.3,processed,171
chicken dumpling fried,52,30.0,1.1,10.3,9.7,processed,101
poppy seed salted,8,13.8,13.9,27.4,49.3,minimally_processed,27
regular plain yogurt,34,15.0,0.0,11.0,0.9,processed,182
pound cake,71,52.8,1.9,5.0,23.4,processed,78
pineapple juice from concentrate,70,13.1,0.2,0.5,0.0,processed,243
salmon burger single,55,38.3,2.7,20.3,35.6,processed,138
scallops seafood grilled,0,0.8,0.0,22.7,1.8,minimally_processed,108
acorn squash pureed,39,4.3,1.4,1.2,0.3,whole,115
andouille sausage grilled,10,2.3,0.0,21.4,34.8,processed,79
pinto bean cooked,40,20.4,7.7,9.8,0.7,minimally_processed,160
beet juice from concentrate,65,11.7,0.3,1.3,0.0,processed,249
ground chicken smoked,0,0.0,0.0,29.7,13.9,minimally_processed,97
cremini mushroom roasted,18,4.0,2.0,3.0,0.5,whole,73
baguette bread fresh,68,40.5,6.5,14.0,4.5,processed,28
energy sports drink,57,12.2,0.0,0.0,0.0,processed,227
enchilada frozen meal,65,43.9,4.1,20.3,10.4,processed,261
cola soda,52,29.9,0.0,0.0,0.0,ultra_processed,322
buttermilk pancake with syrup,55,54.0,1.1,10.7,13.3,processed,79
red quinoa boiled,50,20.3,2.6,4.9,2.1,minimally_processed,183
kernels corn grilled,54,18.2,2.6,3.8,1.2,processed,137
reuben sandwich on rye,66,50.9,5.9,22.4,12.8,processed,141
kale chips baked,57,54.2,7.4,6.7,35.5,ultra_processed,30
shallot onion roasted,20,9.9,2.5,1.2,0.2,whole,172
bean taco soft shell,64,22.5,5.7,14.0,20.5,processed,104
oyster mushroom steamed,15,2.8,1.1,2.1,0.5,whole,69
shoulder pork poached,0,1.1,0.0,21.8,14.3,processed,105
poblano pepper roasted,17,4.7,2.4,0.9,0.3,whole,142
clams seafood braised,0,0.4,0.0,17.4,1.9,minimally_processed,102
pita bread toasted,62,51.8,4.9,13.3,4.6,processed,25
bean chips fried,72,54.7,6.5,9.2,30.7,ultra_processed,28
mackerel fish roasted,0,0.0,0.0,21.0,4.4,minimally_processed,104
white wine vinegar,10,1.8,0.0,0.0,0.0,processed,13
chicken sausage braised,15,2.9,0.0,18.9,28.0,processed,79
white pasta al dente,45,23.7,1.9,4.1,1.7,processed,137
iceberg leafy green pickled,16,2.6,1.6,2.1,0.4,whole,29
seedless grape frozen,50,17.8,0.9,0.6,0.2,whole,101
veggie sandwich on wheat,56,52.7,2.6,19.9,22.9,processed,140
muesli cereal dry,90,76.5,9.7,10.6,12.3,ultra_processed,27
pine nut unsalted,5,22.4,10.3,23.7,67.8,minimally_processed,25
lobster seafood grilled,0,0.3,0.0,19.8,0.9,minimally_processed,109
lobster seafood baked,0,0.3,0.0,20.0,0.7,minimally_processed,93
carrot juice fresh,41,13.0,0.1,0.8,0.0,processed,247
guava tropical fruit frozen,43,12.7,3.1,1.5,0.4,whole,148
romaine leafy green boiled,19,2.0,2.9,3.4,0.5,whole,29
romaine leafy green,17,4.0,1.5,2.2,0.4,whole,31
green pea canned,49,14.3,4.3,5.8,0.5,minimally_processed,142
deli turkey sliced,0,0.1,0.0,25.9,1.1,minimally_processed,103
original sports drink,51,10.9,0.0,0.5,0.0,processed,227
tenderloin beef roasted,0,0.0,0.0,26.9,9.5,minimally_processed,104
brazil nut roasted,7,25.4,11.3,15.0,44.6,minimally_processed,28
shiitake mushroom pureed,18,3.8,1.8,3.4,0.5,whole,75
swiss chard leafy green sauteed,20,2.2,1.5,3.3,0.5,whole,32
peach canned fruit in juice,51,19.7,2.4,0.5,0.1,processed,111
blt sandwich on wheat,58,52.4,4.1,19.6,13.9,processed,138
butter croissant,70,45.5,2.7,10.6,26.2,processed,55
andouille sausage smoked,12,5.0,0.0,15.2,22.3,processed,78
veggie quesadilla corn tortilla,53,40.8,3.5,26.7,21.6,processed,152
grape juice from concentrate,58,14.9,0.1,1.8,0.1,processed,256
roast beef braised,0,0.0,0.0,21.7,9.8,minimally_processed,96
serrano pepper steamed,10,4.7,2.1,1.2,0.3,whole,162
green lentil cooked,34,21.9,8.6,8.6,0.4,minimally_processed,193
chicken sandwich on wheat,45,45.7,2.6,31.6,29.7,processed,146
cheddar popcorn,66,65.0,11.7,9.7,2.2,processed,26
oysters seafood baked,0,0.8,0.0,15.1,1.8,minimally_processed,94
button mushroom pickled,19,4.0,1.1,2.9,0.4,whole,65
pink lady apple dried,35,13.4,3.5,0.5,0.1,whole,190
butternut squash steamed,22,5.3,2.4,1.8,0.3,whole,119
jasmine tea unsweetened,18,1.0,0.0,0.1,0.0,minimally_processed,234
cremini mushroom boiled,14,2.1,1.6,2.6,0.3,whole,66
sardines fish poached,0,0.0,0.0,25.5,3.6,minimally_processed,108
whole avocado ripe,15,9.6,6.8,2.0,15.0,whole,135
blackberry berry frozen,52,8.6,3.1,0.9,0.3,whole,154
bacon pork poached,0,1.1,0.0,24.3,11.3,minimally_processed,100
club sandwich on white,56,37.2,4.3,15.0,29.8,processed,162
thigh turkey roasted,0,0.2,0.0,25.0,2.7,minimally_processed,106
broccoli cruciferous,17,4.4,2.3,2.9,0.3,whole,84
iceberg leafy green,20,4.2,1.7,2.7,0.5,whole,29
wild rice tempeh fried,14,7.3,0.0,19.9,8.0,processed,93
shrimp fried rice brown rice,69,38.1,2.8,19.8,6.7,processed,261
club sandwich wrap,62,49.2,5.0,31.3,26.5,processed,148
zucchini squash pickled,31,11.6,2.7,1.3,0.3,whole,132
yellow squash squash,54,7.1,1.1,2.0,0.1,whole,118
snow pea cooked,24,13.5,5.2,4.2,0.4,minimally_processed,149
potato salad with dressing,23,16.0,1.7,7.4,22.9,processed,151
tenderloin pork poached,0,1.9,0.0,22.3,33.0,processed,97
sirloin beef poached,0,0.0,0.0,22.4,19.1,minimally_processed,104
black coffee with milk,6,4.0,0.0,3.4,0.2,minimally_processed,227
tomato juice from concentrate,64,14.2,0.2,1.9,0.2,processed,267
yellow squash squash roasted,64,7.3,1.4,1.1,0.1,whole,132
hemp seed salted,6,17.9,22.9,27.2,47.6,minimally_processed,30
acorn squash sauteed,45,4.1,1.7,1.1,0.2,whole,114
oat milk,35,3.1,1.6,1.5,0.7,minimally_processed,229
kabocha squash steamed,48,8.0,2.3,1.6,0.3,whole,129
earl grey tea sweetened,3,5.2,0.0,0.2,0.0,minimally_processed,228
rotisserie chicken pan-seared,0,0.0,0.0,22.4,5.5,minimally_processed,99
baguette bread toasted,52,54.3,2.9,10.6,3.1,processed,29
red quinoa steamed,55,21.3,2.7,4.5,2.1,minimally_processed,177
caesar salad with dressing,32,32.6,5.6,8.7,8.3,processed,146
whole wheat bread fresh,77,47.9,6.4,9.8,3.3,processed,25
collard greens leafy green pureed,15,2.1,2.4,3.3,0.2,whole,28
kale leafy green steamed,16,4.0,1.7,1.9,0.4,whole,31
chicken taco corn tortilla,56,31.4,2.8,19.5,12.6,processed,94
sunflower seed unsalted,11,15.9,10.9,24.9,49.9,minimally_processed,29
chickpea bean cooked,30,25.9,6.6,8.9,1.4,minimally_processed,185
linguine pasta cooked,42,23.8,2.0,4.8,1.9,processed,145
italian sausage grilled,12,1.0,0.0,15.7,16.7,processed,81
shoulder pork smoked,0,1.3,0.0,25.8,34.3,minimally_processed,103
thigh chicken pan-seared,0,0.0,0.0,29.8,15.0,minimally_processed,101
shrimp seafood grilled,0,2.9,0.0,16.0,1.7,minimally_processed,98
turkey sausage grilled,1,2.0,0.0,19.8,20.3,processed,92
kielbasa sausage grilled,11,3.7,0.0,19.1,33.5,processed,84
cod fish roasted,0,0.0,0.0,21.3,2.3,minimally_processed,95
maitake mushroom pickled,12,2.9,1.3,2.4,0.3,whole,65
saltine cracker,56,75.3,6.9,11.3,7.1,processed,30
whole chicken grilled,0,0.0,0.0,28.7,11.4,minimally_processed,95
beef taco corn tortilla,47,23.8,4.8,13.0,24.8,processed,102
bbq sauce,37,23.6,1.8,3.3,14.3,processed,30
yellow onion boiled,17,8.0,2.3,1.3,0.2,whole,147
udon noodle dish with broth,65,47.9,3.5,14.6,13.6,processed,359
multigrain bread stale,72,49.6,6.5,10.1,5.0,processed,28
bran flakes cereal with milk,78,63.7,9.3,14.5,9.6,ultra_processed,30
butternut squash soup homemade,44,11.0,3.0,9.0,4.0,processed,265
snow pea frozen,22,12.8,5.8,4.6,0.4,minimally_processed,134
green apple stewed,33,14.9,3.2,0.2,0.1,whole,185
butter lettuce leafy green pickled,12,4.7,2.9,2.4,0.3,whole,32
ribeye beef braised,0,0.0,0.0,23.5,21.1,minimally_processed,97
kielbasa sausage poached,15,0.9,0.0,20.8,16.0,processed,79
poached egg,0,1.4,0.0,12.6,11.0,minimally_processed,48
tofu stir fry with noodles,63,40.1,3.4,15.8,10.3,processed,330
grapefruit juice from concentrate,58,14.3,0.2,0.6,0.1,processed,250
seltzer soda,51,31.0,0.0,0.0,0.0,ultra_processed,374
loin pork roasted,0,1.3,0.0,20.6,6.3,processed,103
black-eyed pea frozen,45,16.1,6.9,5.1,0.6,minimally_processed,146
five grain tempeh steamed,9,7.2,0.0,19.6,8.1,processed,91
macadamia nut unsalted,13,10.6,11.3,20.0,40.0,minimally_processed,29
extra firm tofu,19,2.3,1.5,8.1,4.7,processed,107
black quinoa cooked,55,21.1,2.6,4.7,2.1,minimally_processed,196
espresso coffee with cream,7,3.7,0.0,0.2,3.5,minimally_processed,217
mango juice canned,45,10.3,0.0,1.3,0.2,processed,263
hulled barley boiled,30,71.2,15.8,11.8,2.1,minimally_processed,160
mackerel fish baked,0,0.0,0.0,25.8,4.9,minimally_processed,101
veggie stir fry with rice,52,39.8,4.7,23.0,9.4,processed,320
thigh turkey baked,0,0.2,0.0,28.6,2.0,minimally_processed,106
navel orange canned,44,11.9,2.7,0.8,0.2,whole,136
thigh turkey grilled,0,0.3,0.0,26.6,5.4,minimally_processed,104
goat cheese,0,0.8,0.0,13.9,10.0,processed,25
granola cereal with milk,78,81.2,12.7,13.6,6.4,processed,29
